FID IID PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10
WGAAD_446 WGAAD_446 -0.0086 -0.0059 0.0007 0.0027 -0.0156 -0.0005 0.0089 -0.0183 0.0074 -0.0152
WGAAD_449 WGAAD_449 0.0634 -0.0001 -0.0118 -0.0294 -0.0031 0.0286 -0.0115 -0.0837 -0.0638 -0.0587
WGAAD_44 WGAAD_44 -0.0083 -0.0067 0.0044 0.0025 -0.0121 -0.0189 -0.0174 -0.0562 0.0196 0.0153
WGAAD_451 WGAAD_451 -0.0099 -0.0118 -0.0150 -0.0007 -0.0095 -0.0027 -0.0027 -0.0085 0.0290 0.0110
WGAAD_453 WGAAD_453 -0.0007 -0.0041 0.0067 -0.0055 0.0218 0.0337 -0.0074 -0.0091 -0.0002 0.0217
WGAAD_454 WGAAD_454 -0.0016 -0.0086 -0.0106 -0.0108 -0.0181 -0.0173 -0.0078 -0.0221 -0.0006 0.0008
WGAAD_456 WGAAD_456 -0.0123 -0.0076 -0.0087 -0.0043 -0.0098 -0.0009 0.0081 -0.0274 0.0072 0.0101
WGAAD_458 WGAAD_458 -0.0002 -0.0035 -0.0082 -0.0049 0.0034 -0.0093 0.0060 -0.0152 0.0019 -0.0143
WGAAD_459 WGAAD_459 0.0022 0.0004 0.0159 0.0028 0.0186 0.0591 -0.0189 0.0016 0.0027 -0.0410
WGAAD_45 WGAAD_45 -0.0017 -0.0119 -0.0142 -0.0058 -0.0081 -0.0102 -0.0094 -0.0202 0.0108 -0.0221
WGAAD_460 WGAAD_460 -0.0061 -0.0042 0.0010 -0.0048 -0.0106 -0.0062 -0.0070 -0.0066 0.0031 0.0213
WGAAD_462 WGAAD_462 -0.0012 -0.0091 0.0001 -0.0057 -0.0226 0.0025 0.0023 0.0063 -0.0134 -0.0080
WGAAD_463 WGAAD_463 -0.0189 -0.0044 0.0113 0.0110 -0.0150 -0.0027 0.0061 0.0447 0.0254 0.0157
WGAAD_465 WGAAD_465 -0.0083 -0.0131 0.0020 -0.0021 0.0027 0.0041 0.0055 0.0111 0.0005 -0.0170
WGAAD_466 WGAAD_466 -0.0039 -0.0057 0.0017 0.0034 0.0197 -0.0037 -0.0313 -0.0150 0.0138 -0.0143
WGAAD_467 WGAAD_467 -0.0173 -0.0020 -0.0017 0.0085 -0.0124 0.0032 0.0135 0.0225 0.0045 -0.0064
WGAAD_468 WGAAD_468 -0.0062 -0.0049 -0.0068 -0.0040 -0.0071 0.0112 0.0078 0.0310 -0.0112 -0.0226
WGAAD_469 WGAAD_469 -0.0084 -0.0037 -0.0028 0.0017 -0.0196 -0.0015 0.0173 0.0056 -0.0031 -0.0333
WGAAD_46 WGAAD_46 0.0208 -0.0122 -0.0109 0.0037 -0.0161 0.0037 -0.0008 -0.0306 0.0081 0.0490
WGAAD_472 WGAAD_472 0.0014 -0.0029 -0.0033 -0.0039 0.0015 -0.0072 -0.0048 -0.0035 -0.0139 -0.0148
WGAAD_474 WGAAD_474 -0.0004 -0.0078 -0.0080 -0.0027 -0.0159 0.0199 -0.0178 -0.0194 -0.0217 -0.0032
WGAAD_475 WGAAD_475 -0.0132 -0.0062 0.0029 -0.0034 -0.0280 -0.0146 -0.0069 0.0064 0.0132 -0.0238
WGAAD_476 WGAAD_476 -0.0122 -0.0054 0.0029 0.0007 -0.0169 -0.0170 -0.0055 -0.0301 0.0178 0.0311
WGAAD_477 WGAAD_477 0.0584 -0.0090 -0.0177 0.0024 0.0035 0.0063 -0.0191 -0.0987 -0.0556 -0.1002
WGAAD_478 WGAAD_478 0.0060 -0.0032 0.0519 0.0143 0.1661 -0.0789 -0.1828 0.0932 -0.0333 -0.0279
WGAAD_479 WGAAD_479 -0.0068 -0.0089 -0.0003 -0.0063 -0.0101 0.0182 0.0024 -0.0196 0.0022 0.0124
WGAAD_47 WGAAD_47 -0.0093 -0.0101 0.0009 -0.0014 -0.0011 0.0011 -0.0045 -0.0372 0.0281 -0.0109
WGAAD_480 WGAAD_480 0.0219 -0.0055 -0.0110 -0.0068 0.0137 0.0003 0.0026 -0.0350 -0.0367 -0.0311
WGAAD_481 WGAAD_481 -0.0141 -0.0077 -0.0076 -0.0105 -0.0111 -0.0161 0.0035 0.0153 0.0235 0.0128
WGAAD_483 WGAAD_483 -0.0151 -0.0062 -0.0023 -0.0196 -0.0048 0.0176 -0.0032 0.0227 0.0193 0.0054
WGAAD_485 WGAAD_485 -0.0107 -0.0084 -0.0056 -0.0119 0.0011 0.0060 -0.0033 -0.0175 0.0083 0.0079
WGAAD_486 WGAAD_486 -0.0021 -0.0055 -0.0057 -0.0083 -0.0136 -0.0236 0.0079 -0.0236 -0.0098 0.0048
WGAAD_48 WGAAD_48 -0.0134 -0.0075 -0.0019 -0.0083 -0.0018 0.0126 0.0045 -0.0117 0.0052 0.0029
WGAAD_49 WGAAD_49 -0.0070 -0.0089 0.0039 -0.0031 -0.0164 -0.0175 0.0098 0.0013 -0.0066 0.0104
WGAAD_4 WGAAD_4 -0.0079 0.0012 0.0016 -0.0069 -0.0073 -0.0289 -0.0131 0.0117 -0.0086 0.0067
WGAAD_50 WGAAD_50 -0.0079 -0.0082 -0.0057 -0.0095 -0.0093 -0.0074 -0.0071 0.0025 0.0013 -0.0181
WGAAD_51 WGAAD_51 -0.0114 -0.0059 0.0017 0.0006 -0.0163 -0.0085 -0.0147 0.0105 -0.0322 0.0033
WGAAD_52 WGAAD_52 -0.0084 -0.0049 -0.0026 0.0009 -0.0164 -0.0105 -0.0204 -0.0337 0.0142 0.0045
WGAAD_53 WGAAD_53 -0.0101 -0.0071 -0.0088 -0.0061 -0.0131 0.0020 -0.0166 -0.0096 0.0114 -0.0120
WGAAD_55 WGAAD_55 0.0490 -0.0146 -0.0191 -0.0146 -0.0121 0.0112 -0.0065 -0.0731 -0.0731 -0.0826
WGAAD_56 WGAAD_56 -0.0004 0.0010 0.0014 -0.0046 -0.0154 -0.0054 -0.0039 -0.0056 0.0112 0.0032
WGAAD_57 WGAAD_57 -0.0107 -0.0052 -0.0012 0.0079 -0.0261 -0.0113 0.0079 0.0126 0.0149 0.0206
WGAAD_58 WGAAD_58 -0.0099 -0.0068 -0.0113 -0.0087 -0.0184 0.0098 -0.0050 -0.0079 0.0002 -0.0138
WGAAD_61 WGAAD_61 -0.0137 -0.0082 0.0103 0.0054 -0.0086 -0.0117 -0.0162 -0.0237 0.0023 0.0052
WGAAD_62 WGAAD_62 -0.0105 -0.0071 -0.0033 0.0064 -0.0114 -0.0115 0.0031 0.0065 0.0026 -0.0263
WGAAD_63 WGAAD_63 -0.0011 -0.0041 0.0004 -0.0133 -0.0142 0.0158 -0.0067 -0.0122 -0.0040 -0.0063
WGAAD_65 WGAAD_65 -0.0090 -0.0092 0.0060 -0.0037 -0.0089 -0.0158 0.0125 -0.0056 0.0261 0.0248
WGAAD_66 WGAAD_66 -0.0090 -0.0029 -0.0008 -0.0078 -0.0028 -0.0039 -0.0040 -0.0227 0.0137 0.0176
WGAAD_67 WGAAD_67 -0.0053 -0.0071 0.0046 -0.0024 0.0016 0.0004 -0.0108 -0.0143 0.0018 0.0060
WGAAD_68 WGAAD_68 0.0957 -0.0120 -0.0281 0.0201 0.0645 -0.0373 0.0614 0.0101 -0.0092 0.0052
WGAAD_69 WGAAD_69 0.0210 -0.0063 -0.0072 -0.0076 -0.0017 0.0109 0.0011 -0.0510 -0.0470 -0.0155
WGAAD_6 WGAAD_6 -0.0101 -0.0025 0.0012 -0.0016 0.0043 0.0140 -0.0038 -0.0320 0.0038 0.0185
WGAAD_70 WGAAD_70 -0.0064 -0.0081 -0.0100 -0.0083 -0.0023 -0.0047 -0.0093 -0.0036 -0.0030 -0.0057
WGAAD_71 WGAAD_71 -0.0085 -0.0093 0.0001 -0.0111 -0.0210 0.0093 -0.0079 -0.0149 -0.0051 0.0484
WGAAD_72 WGAAD_72 0.0966 -0.0153 -0.0437 0.0149 -0.0164 0.0106 -0.0091 0.0347 -0.0094 0.0629
WGAAD_73 WGAAD_73 -0.0077 -0.0006 0.0017 -0.0141 -0.0034 -0.0150 -0.0100 -0.0109 0.0307 0.0024
WGAAD_74 WGAAD_74 -0.0030 -0.0027 0.0106 -0.0201 0.0028 -0.0213 -0.0022 -0.0061 0.0211 0.0310
WGAAD_75 WGAAD_75 0.1040 -0.0066 -0.0250 -0.0061 -0.0044 0.0199 -0.0111 0.0429 0.0313 0.0094
WGAAD_76 WGAAD_76 -0.0099 -0.0074 -0.0009 -0.0019 -0.0106 -0.0051 0.0231 -0.0107 0.0254 0.0186
WGAAD_77 WGAAD_77 -0.0133 -0.0078 -0.0016 -0.0031 -0.0203 0.0004 0.0042 -0.0129 0.0309 0.0023
WGAAD_78 WGAAD_78 -0.0072 0.0037 0.0047 -0.0050 -0.0204 0.0118 -0.0011 0.0039 0.0457 -0.0004
WGAAD_79 WGAAD_79 -0.0088 -0.0045 -0.0050 -0.0067 -0.0162 -0.0067 -0.0192 -0.0066 0.0102 0.0043
WGAAD_7 WGAAD_7 -0.0134 -0.0074 -0.0052 -0.0200 -0.0023 -0.0115 -0.0124 -0.0122 0.0126 0.0251
WGAAD_80 WGAAD_80 -0.0085 -0.0085 0.0027 -0.0007 0.0271 -0.0190 0.0245 -0.0191 0.0059 0.0099
WGAAD_81 WGAAD_81 -0.0141 -0.0077 0.0029 -0.0015 0.0018 -0.0039 -0.0008 -0.0085 0.0098 0.0126
WGAAD_82 WGAAD_82 -0.0098 -0.0105 -0.0039 -0.0003 0.0043 -0.0075 0.0137 -0.0145 0.0066 0.0189
WGAAD_83 WGAAD_83 -0.0031 0.0005 0.0062 -0.0017 -0.0096 0.0545 -0.0207 -0.0062 0.0233 -0.0091
WGAAD_84 WGAAD_84 0.0026 -0.0091 0.0364 0.0171 0.1500 -0.0761 -0.0582 0.0018 0.0008 -0.0353
WGAAD_85 WGAAD_85 -0.0016 -0.0048 -0.0025 -0.0081 0.0122 -0.0032 -0.0023 -0.0232 -0.0030 -0.0015
WGAAD_86 WGAAD_86 -0.0079 -0.0091 0.0070 0.0046 0.0431 -0.0128 0.0323 -0.0214 0.0257 0.0006
WGAAD_88 WGAAD_88 0.0012 -0.0073 -0.0075 -0.0078 0.0032 0.0083 -0.0114 0.0057 0.0117 0.0134
WGAAD_89 WGAAD_89 0.0008 -0.0045 -0.0084 -0.0081 -0.0225 0.0058 -0.0148 -0.0124 -0.0064 0.0112
WGAAD_90 WGAAD_90 -0.0124 -0.0081 0.0064 -0.0114 -0.0073 0.0215 -0.0018 -0.0046 -0.0163 0.0069
WGAAD_93 WGAAD_93 -0.0103 -0.0092 -0.0075 -0.0104 0.0052 -0.0193 -0.0099 -0.0272 0.0052 -0.0046
WGAAD_95 WGAAD_95 -0.0041 -0.0117 0.0104 -0.0076 0.0079 -0.0105 -0.0149 -0.0059 0.0077 0.0209
WGAAD_96 WGAAD_96 -0.0051 0.0048 0.0035 -0.0078 0.0115 0.0448 0.0084 0.0046 0.0247 0.0052
WGAAD_97 WGAAD_97 -0.0034 0.0037 0.0072 -0.0034 0.0039 0.0210 0.0059 -0.0103 -0.0071 0.0134
WGACON_100 WGACON_100 0.0564 -0.0091 -0.0195 -0.0163 0.0058 0.0184 -0.0174 -0.0649 -0.0539 -0.0787
WGACON_102 WGACON_102 0.0994 -0.0115 -0.0434 0.0004 -0.0376 0.0030 0.0025 0.0204 0.0013 -0.0195
WGACON_103 WGACON_103 -0.0065 -0.0085 0.0006 -0.0015 -0.0156 0.0050 0.0014 -0.0118 0.0087 -0.0069
WGACON_104 WGACON_104 0.1055 0.0000 -0.0317 0.0087 0.0040 -0.0024 0.0118 0.0212 0.0025 0.0052
WGACON_105 WGACON_105 -0.0019 -0.0061 -0.0002 0.0066 0.0044 -0.0068 -0.0110 0.0026 -0.0432 -0.0028
WGACON_106 WGACON_106 0.0366 -0.0071 0.0092 -0.0148 -0.0259 0.0069 -0.0193 -0.0795 -0.0264 0.0003
WGACON_109 WGACON_109 0.0077 -0.0040 -0.0081 -0.0091 0.0005 -0.0087 -0.0020 -0.0029 -0.0544 -0.0378
WGACON_110 WGACON_110 -0.0143 -0.0055 -0.0072 -0.0181 -0.0050 0.0134 -0.0127 -0.0140 0.0055 0.0250
WGACON_111 WGACON_111 0.0031 -0.0061 -0.0002 0.0126 -0.0085 -0.0025 -0.0126 -0.0472 -0.0088 -0.0164
WGACON_112 WGACON_112 -0.0117 -0.0074 -0.0039 -0.0102 0.0097 -0.0150 -0.0233 -0.0066 0.0138 -0.0058
WGACON_113 WGACON_113 -0.0045 -0.0052 0.0013 0.0035 0.0006 -0.0019 -0.0172 -0.0075 0.0209 -0.0026
WGACON_115 WGACON_115 0.0180 -0.0050 -0.0133 -0.0085 0.0011 0.0013 -0.0290 -0.0293 -0.0178 -0.0057
WGACON_116 WGACON_116 -0.0102 -0.0033 0.0020 -0.0085 0.0154 -0.0016 -0.0234 -0.0227 0.0199 0.0648
WGACON_117 WGACON_117 0.0971 -0.0048 -0.0495 0.0177 -0.0155 0.0091 0.0091 -0.0093 -0.0083 0.0468
WGACON_118 WGACON_118 -0.0016 -0.0069 -0.0111 -0.0019 -0.0059 -0.0082 -0.0044 -0.0209 -0.0012 -0.0171
WGACON_119 WGACON_119 -0.0067 -0.0070 0.0078 -0.0087 0.0268 -0.0056 -0.0573 0.0023 -0.0118 0.0224
WGACON_120 WGACON_120 -0.0027 -0.0083 -0.0069 0.0056 0.0014 0.0075 -0.0227 -0.0232 -0.0095 0.0083
WGACON_121 WGACON_121 -0.0032 -0.0067 0.0054 -0.0057 0.0134 -0.0197 -0.0605 0.0011 0.0070 -0.0271
WGACON_122 WGACON_122 -0.0126 -0.0086 0.0010 -0.0029 -0.0197 -0.0029 -0.0036 -0.0344 0.0177 -0.0290
WGACON_124 WGACON_124 -0.0127 -0.0085 -0.0043 0.0066 -0.0120 0.0069 -0.0104 -0.0161 0.0223 0.0413
WGACON_125 WGACON_125 0.0443 -0.0108 -0.0064 0.0151 0.0040 -0.0248 -0.0165 0.0580 -0.0551 0.0630
WGACON_126 WGACON_126 -0.0140 -0.0084 -0.0026 0.0111 -0.0066 0.0110 0.0136 -0.0041 0.0010 0.0307
WGACON_128 WGACON_128 -0.0015 -0.0069 -0.0011 -0.0017 -0.0109 -0.0019 0.0001 -0.0204 0.0049 0.0006
WGACON_130 WGACON_130 -0.0008 -0.0055 -0.0041 -0.0012 0.0083 -0.0255 -0.0071 0.0142 -0.0915 0.0180
WGACON_132 WGACON_132 -0.0093 -0.0028 -0.0006 0.0008 0.0037 0.0033 -0.0275 -0.0233 0.0136 0.0115
WGACON_134 WGACON_134 -0.0124 -0.0055 0.0079 0.0042 0.0383 -0.0102 -0.0709 -0.0262 0.0138 0.0254
WGACON_135 WGACON_135 -0.0100 -0.0072 -0.0071 -0.0045 0.0064 -0.0055 0.0124 0.0219 -0.0210 0.0083
WGACON_136 WGACON_136 0.0027 -0.0036 0.0268 -0.0012 0.0969 -0.0242 -0.1269 -0.0083 0.0226 -0.0188
WGACON_137 WGACON_137 -0.0104 -0.0032 0.0013 0.0051 -0.0064 -0.0032 -0.0139 -0.0368 0.0325 0.0487
WGACON_138 WGACON_138 -0.0055 -0.0119 -0.0088 0.0028 -0.0071 -0.0050 -0.0022 -0.0243 0.0110 0.0173
WGACON_139 WGACON_139 -0.0093 -0.0012 0.0014 -0.0041 -0.0082 0.0035 0.0063 -0.0006 -0.0154 0.0033
WGACON_140 WGACON_140 -0.0157 -0.0084 -0.0068 0.0017 -0.0001 0.0131 -0.0174 -0.0480 0.0179 0.0136
WGACON_141 WGACON_141 -0.0205 -0.0075 0.0079 0.0155 -0.0118 -0.0096 0.0069 0.0404 0.0134 0.0468
WGACON_142 WGACON_142 -0.0126 0.0035 0.0376 0.0496 -0.0101 0.0176 0.0253 0.0641 -0.0566 0.0805
WGACON_143 WGACON_143 0.0052 -0.0086 -0.0072 0.0054 0.0044 -0.0087 0.0005 -0.0158 -0.0273 -0.0333
WGACON_145 WGACON_145 0.0002 -0.0070 0.0074 0.0119 0.0146 -0.0185 0.0112 0.0246 -0.0862 0.0201
WGACON_146 WGACON_146 -0.0204 -0.0056 0.0123 0.0098 -0.0092 -0.0132 0.0071 0.0588 0.0041 0.0088
WGACON_147 WGACON_147 -0.0046 -0.0081 0.0031 0.0000 -0.0092 -0.0034 -0.0067 0.0033 0.0093 0.0050
WGACON_150 WGACON_150 -0.0130 -0.0034 0.0049 0.0083 -0.0034 0.0038 -0.0131 0.0511 -0.1002 0.0110
WGACON_151 WGACON_151 -0.0129 -0.0043 -0.0024 -0.0048 -0.0128 0.0138 0.0009 -0.0159 0.0149 -0.0021
WGACON_152 WGACON_152 -0.0015 -0.0081 -0.0100 0.0068 0.0005 0.0035 0.0001 -0.0177 -0.0284 0.0086
WGACON_153 WGACON_153 -0.0127 -0.0078 0.0024 -0.0095 0.0012 0.0042 -0.0126 -0.0081 0.0200 0.0402
WGACON_154 WGACON_154 -0.0092 -0.0063 -0.0049 -0.0058 0.0136 -0.0109 -0.0147 -0.0387 0.0176 0.0424
WGACON_155 WGACON_155 0.0279 -0.0111 -0.0076 -0.0056 -0.0099 -0.0128 0.0006 -0.0306 -0.0933 -0.0383
WGACON_156 WGACON_156 -0.0037 -0.0088 0.0069 -0.0022 0.0030 -0.0132 0.0333 -0.0014 -0.0334 -0.0146
WGACON_158 WGACON_158 -0.0148 -0.0086 0.0073 0.0111 0.0026 -0.0063 0.0163 -0.0278 0.0272 0.0734
WGACON_160 WGACON_160 -0.0119 -0.0136 -0.0003 -0.0076 0.0036 0.0032 0.0047 0.0068 0.0072 0.0126
WGACON_161 WGACON_161 -0.0052 -0.0097 -0.0013 0.0044 -0.0155 0.0095 -0.0136 0.0095 0.0221 -0.0194
WGACON_162 WGACON_162 -0.0095 -0.0018 0.0061 0.0087 -0.0031 -0.0068 0.0133 0.0374 -0.0822 0.0308
WGACON_163 WGACON_163 0.0017 0.0163 0.0041 -0.0118 0.0318 0.0912 0.0297 0.0172 0.0442 -0.0215
WGACON_165 WGACON_165 -0.0084 -0.0042 0.0079 -0.0097 -0.0173 0.0171 0.0121 0.0109 -0.0026 0.0090
WGACON_167 WGACON_167 0.0015 -0.0068 0.0085 0.0174 0.0061 -0.0088 0.0268 0.0339 -0.0847 0.0457
WGACON_168 WGACON_168 0.0922 -0.0063 -0.0468 0.0001 -0.0116 -0.0143 0.0262 0.0152 0.0147 0.0226
WGACON_169 WGACON_169 -0.0159 -0.0049 0.0054 -0.0048 -0.0134 -0.0110 0.0097 0.0285 0.0259 0.0162
WGACON_170 WGACON_170 0.1000 -0.0048 -0.0345 -0.0027 -0.0110 -0.0013 -0.0159 0.0156 0.0298 0.0505
WGACON_171 WGACON_171 0.1001 -0.0182 -0.0370 0.0064 -0.0125 -0.0232 -0.0125 0.0409 -0.0236 0.0488
WGACON_172 WGACON_172 0.0958 -0.0045 -0.0447 0.0072 -0.0065 0.0063 0.0127 0.0238 0.0327 0.0900
WGACON_173 WGACON_173 -0.0089 -0.0059 -0.0029 0.0009 -0.0040 0.0025 -0.0112 -0.0423 -0.0084 0.0383
WGACON_174 WGACON_174 -0.0096 -0.0054 -0.0034 0.0060 0.0033 -0.0098 -0.0206 0.0041 0.0094 -0.0089
WGACON_175 WGACON_175 0.0972 -0.0067 -0.0365 0.0197 0.0057 -0.0073 0.0159 0.0126 -0.0011 0.0277
WGACON_176 WGACON_176 0.0444 -0.0126 -0.0187 0.0049 -0.0113 -0.0148 -0.0078 -0.0521 -0.0696 -0.0565
WGACON_177 WGACON_177 -0.0120 0.0007 0.0014 -0.0046 -0.0127 -0.0129 -0.0001 -0.0042 0.0157 -0.0215
WGACON_178 WGACON_178 -0.0012 0.0012 0.0093 0.0000 0.0267 -0.0190 -0.0113 0.0260 -0.0901 0.0298
WGACON_179 WGACON_179 -0.0061 -0.0095 0.0066 -0.0073 -0.0023 -0.0058 0.0159 -0.0047 0.0073 -0.0090
WGACON_180 WGACON_180 0.1142 -0.0122 -0.0471 0.0107 0.0161 -0.0300 -0.0440 0.0409 0.0189 0.0151
WGACON_183 WGACON_183 -0.0136 -0.0062 -0.0008 -0.0072 -0.0084 0.0046 0.0156 -0.0105 0.0147 -0.0050
WGACON_184 WGACON_184 -0.0031 -0.0101 -0.0172 -0.0020 -0.0007 0.0059 -0.0008 -0.0183 0.0219 0.0091
WGACON_186 WGACON_186 0.0059 0.0004 0.0035 0.0049 0.0183 -0.0092 0.0210 -0.0201 -0.0224 -0.0437
WGACON_188 WGACON_188 -0.0086 -0.0009 -0.0008 0.0091 -0.0004 0.0116 -0.0068 -0.0153 -0.0149 0.0364
WGACON_189 WGACON_189 -0.0011 0.0001 0.0021 0.0026 0.0612 -0.0140 -0.0658 -0.0095 0.0217 -0.0235
WGACON_190 WGACON_190 -0.0015 -0.0087 -0.0028 -0.0166 -0.0007 0.0324 0.0105 -0.0117 -0.0243 -0.0086
WGACON_191 WGACON_191 -0.0062 -0.0087 -0.0092 0.0060 -0.0015 0.0036 -0.0074 -0.0162 -0.0025 0.0046
WGACON_192 WGACON_192 0.0256 -0.0070 -0.0097 -0.0187 -0.0097 -0.0035 0.0003 -0.0491 -0.0405 -0.0568
WGACON_193 WGACON_193 -0.0085 -0.0014 -0.0069 -0.0003 -0.0228 -0.0076 0.0034 -0.0217 0.0089 -0.0063
WGACON_194 WGACON_194 0.0716 0.0354 0.2262 0.2515 -0.0686 0.0218 -0.0261 -0.1341 -0.0243 -0.1177
WGACON_196 WGACON_196 0.0985 -0.0111 -0.0353 0.0028 -0.0148 -0.0055 0.0206 0.0258 0.0188 0.0177
WGACON_198 WGACON_198 0.1163 -0.0108 -0.0527 0.0250 -0.0059 -0.0088 -0.0022 0.0455 0.0608 0.0228
WGACON_199 WGACON_199 -0.0028 -0.0061 -0.0001 -0.0029 -0.0188 -0.0209 0.0168 -0.0115 -0.0044 -0.0103
WGACON_200 WGACON_200 -0.0111 0.0026 -0.0038 -0.0019 -0.0138 0.0219 -0.0026 -0.0114 -0.0171 0.0105
WGACON_201 WGACON_201 -0.0022 -0.0041 -0.0057 -0.0050 -0.0190 -0.0171 0.0207 -0.0050 -0.0084 0.0240
WGACON_202 WGACON_202 -0.0172 -0.0082 -0.0034 -0.0030 0.0109 0.0260 -0.0100 -0.0523 0.0191 0.0475
WGACON_203 WGACON_203 -0.0074 -0.0102 -0.0051 0.0028 -0.0147 -0.0078 -0.0071 -0.0101 0.0052 -0.0066
WGACON_204 WGACON_204 -0.0048 -0.0069 0.0001 0.0067 -0.0103 -0.0101 0.0123 -0.0218 0.0039 -0.0104
WGACON_205 WGACON_205 -0.0054 -0.0063 0.0064 0.0002 -0.0026 -0.0079 0.0153 -0.0361 0.0241 -0.0029
WGACON_206 WGACON_206 -0.0153 -0.0108 -0.0034 -0.0003 -0.0045 -0.0110 -0.0150 -0.0280 0.0068 0.0277
WGACON_207 WGACON_207 0.0017 -0.0100 -0.0026 -0.0031 -0.0115 -0.0024 0.0088 -0.0284 -0.0008 -0.0035
WGACON_208 WGACON_208 -0.0075 -0.0093 -0.0051 0.0043 -0.0185 -0.0100 -0.0149 -0.0105 -0.0037 0.0164
WGACON_209 WGACON_209 -0.0033 -0.0070 -0.0021 -0.0004 -0.0086 -0.0125 -0.0079 -0.0207 -0.0061 0.0018
WGACON_210 WGACON_210 0.0035 -0.0046 0.0029 -0.0211 0.0033 -0.0037 -0.0068 -0.0593 -0.0040 0.0312
WGACON_213 WGACON_213 0.0520 -0.0072 -0.0191 -0.0091 -0.0075 0.0094 -0.0082 -0.0654 -0.0584 -0.0649
WGACON_214 WGACON_214 -0.0127 -0.0079 0.0014 -0.0047 -0.0238 0.0149 0.0092 -0.0273 0.0211 0.0336
WGACON_215 WGACON_215 0.0065 -0.0067 0.0282 -0.0053 0.0990 -0.0122 -0.1093 0.0044 0.0095 -0.0255
WGACON_217 WGACON_217 0.0001 -0.0056 0.0372 0.0001 0.1251 -0.0693 -0.1535 0.0179 0.0572 -0.0585
WGACON_218 WGACON_218 0.0500 -0.0138 -0.0147 -0.0116 -0.0152 -0.0112 0.0135 -0.0601 -0.0658 -0.0611
WGACON_219 WGACON_219 0.0423 -0.0103 -0.0111 -0.0003 -0.0216 -0.0214 0.0086 -0.0004 -0.0154 0.0200
WGACON_221 WGACON_221 -0.0117 -0.0050 0.0099 -0.0075 -0.0005 0.0055 -0.0032 -0.0440 0.0380 0.0574
WGACON_223 WGACON_223 0.0477 -0.0145 -0.0101 0.0013 0.0474 -0.0078 -0.0587 -0.0367 -0.0321 -0.0534
WGACON_225 WGACON_225 0.0965 -0.0065 -0.0429 0.0181 -0.0123 -0.0229 -0.0012 0.0413 0.0124 0.0148
WGACON_226 WGACON_226 0.0069 -0.0125 0.0226 0.0017 0.0915 -0.0081 -0.0857 -0.0093 0.0539 -0.0440
WGACON_228 WGACON_228 -0.0063 -0.0065 -0.0085 -0.0016 -0.0202 0.0011 0.0021 -0.0108 0.0006 -0.0163
WGACON_229 WGACON_229 -0.0079 -0.0143 -0.0035 0.0002 0.0009 0.0041 0.0027 -0.0239 0.0188 0.0168
WGACON_230 WGACON_230 -0.0130 -0.0069 0.0008 -0.0075 -0.0126 0.0080 -0.0065 0.0054 -0.0044 -0.0079
WGACON_231 WGACON_231 0.0972 -0.0118 -0.0470 0.0095 -0.0144 0.0028 -0.0020 0.0297 0.0160 0.0199
WGACON_232 WGACON_232 -0.0054 -0.0046 0.0047 0.0118 -0.0077 0.0092 0.0060 0.0045 0.0192 0.0278
WGACON_233 WGACON_233 0.0012 -0.0031 0.0044 0.0059 -0.0019 -0.0026 -0.0150 -0.0059 0.0211 -0.0316
WGACON_234 WGACON_234 -0.0071 -0.0129 -0.0018 0.0056 -0.0012 0.0071 -0.0112 -0.0034 -0.0053 -0.0056
WGACON_235 WGACON_235 -0.0054 -0.0046 -0.0025 0.0072 -0.0156 -0.0040 0.0095 -0.0260 0.0022 0.0200
WGACON_236 WGACON_236 -0.0009 -0.0023 0.0266 -0.0110 0.1049 -0.0469 -0.1484 0.0195 0.0790 0.0115
WGACON_237 WGACON_237 -0.0045 -0.0078 0.0157 0.0072 0.0488 -0.0032 -0.0782 0.0049 0.0099 -0.0273
WGACON_238 WGACON_238 0.0045 -0.0044 0.0137 -0.0074 0.1150 -0.0587 -0.1045 -0.0107 0.0372 -0.0056
WGACON_239 WGACON_239 -0.0098 0.0015 0.0017 -0.0012 0.0287 -0.0181 -0.0282 0.0284 -0.0250 0.0149
WGACON_23 WGACON_23 -0.0114 -0.0054 0.0024 -0.0066 -0.0192 0.0018 -0.0056 -0.0180 -0.0097 0.0043
WGACON_240 WGACON_240 -0.0044 -0.0072 0.0011 -0.0012 0.0130 0.0074 -0.0043 -0.0289 0.0184 0.0026
WGACON_241 WGACON_241 -0.0105 -0.0031 -0.0061 -0.0026 -0.0112 0.0044 0.0013 -0.0326 0.0119 0.0019
WGACON_242 WGACON_242 -0.0040 -0.0092 0.0100 -0.0142 0.0359 -0.0116 -0.0372 -0.0022 0.0415 -0.0112
WGACON_243 WGACON_243 -0.0045 -0.0108 0.0020 -0.0085 0.0039 -0.0009 -0.0442 -0.0115 0.0068 0.0084
WGACON_244 WGACON_244 -0.0182 -0.0077 -0.0062 -0.0029 -0.0131 -0.0059 0.0088 0.0213 0.0025 -0.0094
WGACON_245 WGACON_245 -0.0217 -0.0067 -0.0004 -0.0024 -0.0139 0.0180 0.0191 -0.0171 0.0226 0.0323
WGACON_246 WGACON_246 -0.0079 -0.0091 -0.0008 0.0132 -0.0092 -0.0112 0.0215 0.0218 -0.0566 0.0288
